   76177.910062 lost 5538 events on cpu 58
   76177.916688 lost 1177 events on cpu 64

Runtime summary
                          comm  parent   sched-in     run-time    min-run     avg-run     max-run  stddev  migrations
                                          (count)       (msec)     (msec)      (msec)      (msec)       %
---------------------------------------------------------------------------------------------------------------------
          lcpan[947191/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[947959/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[947704/930470]   930470          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[947960/930470]   930470          1        0.008      0.008       0.008       0.008    0.00       0
          lcpan[949752/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[939001/930470]   930470          1        0.375      0.375       0.375       0.375    0.00       0
          lcpan[948985/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[949753/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[934906/930470]   930470          1        0.037      0.037       0.037       0.037    0.00       0
          lcpan[950266/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[950522/930470]   930470          1        0.008      0.008       0.008       0.008    0.00       0
          lcpan[954106/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[954618/930470]   930470          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[945403/930470]   930470          1        0.073      0.073       0.073       0.073    0.00       0
          lcpan[950523/930470]   930470          1        0.070      0.070       0.070       0.070    0.00       0
          lcpan[934652/930470]   930470          1        0.017      0.017       0.017       0.017    0.00       0
          lcpan[936956/930470]   930470          1        0.032      0.032       0.032       0.032    0.00       0
          lcpan[940284/930470]   930470          1        0.079      0.079       0.079       0.079    0.00       0
          lcpan[934909/930470]   930470          1        0.039      0.039       0.039       0.039    0.00       0
          lcpan[936957/930470]   930470          1        0.025      0.025       0.025       0.025    0.00       0
          lcpan[937213/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[941053/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[941821/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[951293/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[951549/930470]   930470          2        0.029      0.006       0.014       0.023   58.80       0
          lcpan[953341/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[953597/930470]   930470          2        0.023      0.005       0.011       0.017   54.03       0
          lcpan[955901/930470]   930470          1        0.054      0.054       0.054       0.054    0.00       0
          lcpan[957437/930470]   930470          1        0.056      0.056       0.056       0.056    0.00       0
          lcpan[948734/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[952062/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[953086/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[931327/930470]   930470          1        0.005      0.005       0.005       0.005    0.00       0
          lcpan[932863/930470]   930470          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[934143/930470]   930470          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[935679/930470]   930470          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[937215/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[943103/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[943615/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[947199/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[948479/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[950015/930470]   930470          1        1.224      1.224       1.224       1.224    0.00       0
          lcpan[950783/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[951295/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[952063/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
